Arquivo;FRASE;Polaridade;OBJ/SUBJ
0_296824.txt;Comprei um tablet e em 3 meses de uso ele apresentou um problema na tela relativo a este: http://www.youtube.com/watch?v=IXczZ0sNg6A Parece que tem uma espécie de um resíduo na tela, decorrente de defeito inerente ao produto. Pelo que eu percebi esse problema é constante e aparenta ser um defeito de série. Uma empresa séria, por si teria feito recall, mas acontece que não parece ser o caso da Samsung. O pior não é isso nem é o maior problema, em seguida, fazendo uso do tablet moderadamente no que surge outro problema e, muito pior: http://www.youtube.com/watch?v=YSI3XXcV590 Ou seja, a tela está tremendo. Liguei para a Samsung e eles me informaram que se depois de fazer a restauração do produto (ou seja, formatar e perder todos os dados) eu levasse em uma assistência Samsung que eles resolveriam. Em seguida, peguei a nota fiscal do aparelho e me dirigi à assistência me informaram que não fazem reparos em peças internacionais. A empresa é internacional, mas a garantia soy yo! NÃO COMPREM;-1;subjetiva
0_300012.txt;Estou para ver melhor custo benefício, o touch é perfeito, ele é rápido, superportátil, leve e bonito... Enfim, é o produto mais prático que eu já conheci. A sansung se superou, a câmera fotográfica tem uma boa resolução e a gravação de vídeos é show de bola, a conectividade é fora de série e todo dia descubro um aplicativo interessante. A bateria dura cerca de 4 horas para uso intermitente, mas em stand by não consome quase nada. Comprei o aparelho para a minha filha e acabei dominando.;1;subjetiva
0_300457.txt;Quem precisa de um netbook compra na maior confiança pois e otmo;1;subjetiva
0_301333;Produto com design muito bem elaborado e funcional, aliado a um conjunto potente de hardware, o que estimula seu uso tanto para divertimento quanto para trabalho.;1;subjetiva
0_309311;A televisão em si é boa mas, falta uma aceitação maior dos outros canais sim ser4 da tv aberta.;1;subjetiva
0_309874.txt;Quando fui comprar esta TV, que seria destinada ao computador e o video game, somente procurava por um modelo full HD sem conversor, pois não era destinada a assistir programas de TV; Mas pelo preço, optei por leva-la. Quando á liguei, fiquei surpreendido, que imagem em HD, melhor do que a que outra que  tenho em casa, que é de uma marca bem mais conhecida e cara. Uma ótima quantidade de entradas, sendo que só HDMI, são quatro, evita muito o tira e põe de cabos, o tempo todo. No video game surpreende pela qualidade dos gráficos, que ficaram muito lindos em 1080i, neste aparelho de TV. Não esquenta nada, e tem um maravilhoso, contraste, que pode ser alterado por uma função que o expande ainda mais! Bom se alguem precisa de um aparelho de TV, muito bom e barato, este é recomendado por mim com avaliação muito boa!;1;subjetiva
0_31035.txt;muito boa qualidade e preço e muitas funçoes; Lcd; Durabilidade; caracteristicas;1;subjetiva
0_31205.txt;Bonito design, nitidez das imagens, som explêndido. Super controle remoto.;1;subjetiva
0_313203.txt;Não há possibilidade de comprar esse produto. Por se tratar de um Sony achei que seria uma ótima opção pois tive um Sony Ericsson 580i e gostei de mais... esse porém é um desastre!;-1;subjetiva
0_313544.txt;Bom;1;subjetiva
0_315221.txt;Muito bacana, a tv é ótima. Imagens linda em HD. Quem tem Sky HD conectada nessa tv, tem um cinema em casa é um espetáculo.;1;subjetiva
0_315376.txt;Otima para assistir DVD e video game!;1;subjetiva
0_316406.txt;existem dois modelos do antigo galaxy tab:o gt p-10000 que vem com tv digital,3g,wifi eo gt p1010 que só tem wifi,o meu é o mais completo que é o qie eu recomendo comprar. Tenho ele a alguns meses e não me arrependo. Ja estou até afim de comprar o novo de 7 polegadas com android 3.2 mas tenho dó de desfazer-me do meu porque o novo não tem tv. Mas eu recomendo!!;1;subjetiva
0_319653.txt;não fiquei satisfeita. Inclusive li outras opniões, que foram bastante positivas, mas provavelmente de pessoas que não sabem o que é uma boa teevisão. Acabei passando pra meu filho de 08 anos que não entende bem diferenciar o bom do ruim.;-1;subjetiva
0_319658.txt;bom.ouço muitos elogios sobre o produto. só me falta a prática de usar suas funções.;0;objetiva
0_320601.txt;ótimo produto, lindo design, vale a pena adquirir.;1;subjetiva
0_325417.txt;Estou afim de comprar um tablet samsung galaxy, mas as avaliações que venho olhando não são das melhores o que diminui mais ainda as chances deu comprá-lo. ou seja, vai ser o jeito eu comprar um tablet da Apple. tenho um samsung galaxy 5, e ele é ótimo, por isso gostaria de trocar de produto, mas continuar com o mesmo sistema operacional.;-1;subjetiva
0_325572.txt;que unaca coisa que ele é muito bom;1;subjetiva
0_327580.txt;Quando recebemos o produto, meu filho ficou muito satisfeito e eufórico. Foi pra ele que o compramos, porém hoje (oito meses após a aquisição), vejo que o produto não cumpre o que promete: é muito lento, vive travando e há poucos dias pifou. Não consigo ligar de maneira nenhuma.;-1;subjetiva
0_328045.txt;Custo-benefício insatisfatório até o momento.…;-1;subjetiva
0_32967.txt;Achei um produto perfeito, quando fui comprar um aparelho de celular cheguei na loja com um outro modelo em mente.Mas, qndo o vi minha opnião mudou na hora.;1;subjetiva
0_33027.txt;Leve, facil de manusear, prático, super fino, não incomoda no bolso,seguro, nao cogitado para roubo, este sim é o Celular de verdade;1;subjetiva
0_333910.txt;Uma verdadeira Ferrari, mas que só anda com combustivel Apple.;1;subjetiva
0_333926.txt;Tudo que eu tenho a dizer ele é Otimo;1;subjetiva
0_334102.txt;Na minha opinião o produto oferece ótimo custo benefício e o investimento vale a pena.;1;subjetiva
0_334108.txt;otimo brinquedo, devido ao custo beneficio,é o que tem de melhor no mercado;1;subjetiva
0_334317.txt;No geral, acho um equipamento excelente. A ausência do 3G desta versão deve ser observada, pois pode fazer falta para quem deseja utilizar aplicativos de mapas que exigem conexão ou qualquer aplicativo que faz uso da rede, na rua ou em lugares sem internet via wifi. A bateria tem duração média de pouco mais que 1 dia em uso constante. O uso de jogos com gráficos avançados podem diminuir este tempo. Leva entre 1 e 2h para carregar e pode ser utilizado normalmente enquanto carrega (perto da tomada). Exige muito pouco conhecimento técnico do usuário para a maioria das tarefas de configuração e utilização, facilitando o uso do equipamento por pessoas de qualquer idade. Para pessoas que desejam utilizar para trabalhos de faculdade ou criação de documentos que exigem formatação detalhada, não recomendo devido a ausência de um pacote Office 100% compatível (previsto para Novembro/12). Você pode produzir os textos facilmente, inclusive utilizando um teclado sem fio (vendido separadamente), mas não conseguirá formatar este texto corretamente. O equipamento substitui facilmente um notebook/netbook para a grande maioria das pessoas, porém, a conectividade pode dificultar algumas coisas simples como transferir um arquivo para/de um pendrive ou imprimir um documento, devido a ausência de portas USB. Tudo deve ser feito via rede sem fio, mas com o tempo isso passa a não fazer diferença.;1;subjetiva
0_334345.txt;Adquiri esse tablet para utilizar como parte de um sistema de segurança que implantei na minha casa, ele roda um programa de android especifico, mais ja mexi muito nele e gostei, apesar da tela emperrar com o dedo, ele é excelente com a stylus que vem junto, roda os jogos de android numa boa. e o melhor nao tem as cameras que atrapalham e consomem muita bateria.;1;subjetiva
0_335197.txt;Bem se você pretende apenas acessar e-mails, ver fotos e escutar musica ele da pro gasto. Porem, não espere muito dele, como seu processador é meio fraquinho ele peca ate na exibição de arquivos pdf.;-1;subjetiva
0_335209.txt;Atende as necessidades não sendo de uma marca famosa e sem precedentes. Acessorios deixam a desejar.;1;subjetiva
0_348508.txt;Belo produto, mas procure com outro processador o amd e muito lento!!!;1;subjetiva
0_349499.txt;Positiva - Portabilidade Negativa - Peso. Deveria ser mais leve;-1;subjetiva
O que gostei: Beleza, facilidade pelo teclado, muitas opções de uso;Excelente qualidade, preço muito bom.Recomendo;1;subjetiva
0_350191.txt;este modelo para mim só tem boniteza.;1;subjetiva
0_35519.txt;Uma tv moderna com designer espetacular , funcionalidade otima e algumas funções para quem quer ver um programa e quer gravar para ver maistarde;1;subjetiva
0_360276.txt;Comprei pensando ser ô celular mas foi uma enorme decepção.;-1;subjetiva
0_360512.txt;quase bom;-1;subjetiva
0_361312.txt;Péssimo, não vale apena.;-1;subjetiva
0_36186.txt;A TV é linda e com ótimo custo benefício, imagem perfeita, consegui ajustes excelentes com sinal SD, com sinal Full Hd enão é de babar. Comprei pessoalmente na FastShop de BH e consegui excelente preço.;1;subjetiva
0_362448.txt;Fina, elegante e barata. TV perfeita pra quer quer um pouco mais de qualidade com um preço mais acessivel, mais não espere muita coisa não.;1;subjetiva
0_362616.txt;Para as minhas necessidades, ficou muito bem. Boa para jogar, imagem linda, me irrita um pouco não poder aumentar as cores sem o barulho chato e o som ser abafado, mas no geral tem um excelente custo beneficio.;1;subjetiva
0_366775.txt;Custo beneficio é bom até o momento.;1;subjetiva
0_36679.txt;o rpoduto e bom so que nao e tao resistente;1;subjetiva
0_36871.txt;Produto moderno, eficiente e de boa qualidade;1;subjetiva
0_370169.txt;É  BOM  PRODUTO E  GOSTARIA DE MELHORIA EM UMA BATERIA DE   LONGA DURAÇÃO;1;subjetiva
0_37019.txt;Um dos melhores celulares que ja tive, em se tratando de celular, pois eh fino.;1;subjetiva
0_370761.txt;Parece que estou sozinho para reclamar. O meu é uma lastima o wi fi, já levei a assistencia técnica e nada mudou, aumentei minha conexão e o problema persiste. Não recomendo. A Samsung é muito boa em TV mas, em notbook...;-1;subjetiva
0_37463.txt;excelente produto, recomendo a todos, perfeita pra sala pequena ou quarto.;1;subjetiva
0_37632.txt;O mais bonito desing do mercado,ótimo produto,seria perfeito se tivesse conversor;1;subjetiva
0_376607.txt;Bom Preço, Bom Processador, Ótima memoria de HD e memoria RAM;1;subjetiva
0_379753.txt;O computador em si é bom, roda rápido (inclusive jogos), e executa todas as tarefas sem travar. A memória de 4 GB permite rodar multitarefas tranquilo.  O problema é a assistência HP. Precisei dela para dois problemas prosaicos: o teclado não era reconhecido e não deixava a máquina inicializar e depois o som saía pelos fones de ouvido e pelos alto falantes embutidos ao mesmo tempo. Nos dois casos a HP mandou apagar os drivers e atualizar o BIOS. Isso me faria perder absolutamente tudo o que já tinha instalado e os arquivos que eu tinha transferido. Questionados se isso resolveria mesmo os problemas, os consultores respondem: bem, se isso não resolver a máquina deve ser encaminhada para assistência. No fim, bastava trocar o dongle (receptor sem fio do teclado e ajustar a saída de som do Skype. A conclusão era que eu ia perder tudo da memória duas vezes para nada.;1;subjetiva
0_382292.txt;Se arrependimento matasse, eu estava morta! Lindo e com uma configuração muito boa para uso doméstico, tive problemas com ele já nos primeiros meses. Vencida a garantia de 1 ano, passadas umas semanas, o computador simplesmente pifou. Já tem pelo menos 1 semestre que ele virou enfeite de mesa, porque ele não funciona e a autorizada que eu levei da outra vez, fechou.;-1;subjetiva
0_383222.txt;1000, pois perde no design para o conocrrente iMac;-1;subjetiva
0_388089.txt;Ótimo produto mas necessita aquisição de memória à parte, no mais é um ótimo equipamento.;1;subjetiva
0_392344.txt;COMPREI UMA CAMERA DIGITAL (FUJI S4500)  NO SUBMARINO EM 01/12/2012. A PREVISÃO DE ENTREGA DADA PELO SITE AO EFETUAR A COMPRA FOI DE 12 DIAS. AO ACOMPANHAR O PEDIDO NO SITE APÓS O PAGAMENTO (NO BOLETO BANCÁRIO), ESTA PREVISÃO SE ESTENDEU POR 26 DIAS. POR ISTO, VAI UM AVISO A QUEM QUEIRA ADQUIRIR UM PRODUTO PARA QUE CHEGUE ANTES DO NATAL, NÃO COMPRE NO SUBMARINO E NÃO CONFIEM NA PREVISÃO QUE É DADA POIS, PARA VENDEREM FAZEM DE TUDO, AGORA PARA ENTREGAREM......SOMENTE DE JEGUE.......SUBMARINO NÃOOOO!!!!;-1;subjetiva
0_39425.txt;Excelente PIM, péssimo telefone, se pensa em unir um gerenciador de informações pessoais com um celular, o mau desempenho do celular não compensa!;-1;subjetiva
0_39574.txt;Acredito que foi o último telefone da linha que não possui cartão de memória.;0;objetiva
0_39822.txt;muito boom exelente kkkk    k k k k k  kkkkk k k k k k k k  k k k k k  k k k;1;subjetiva
0_40108.txt;Quando decidi que era este o produto, eu já estava satisfeita com as suas funcionalidades e passei a comparar preço nas lojas. Quando recebi em casa, o produto me encantou ainda mais. É mais compacto do que eu imaginava, seus botões e imagens são realmente intuitivos e o manual é tão completo que é preciso conter a vontade de partir logo para a utilização.;1;subjetiva
0_40322.txt;O produto é bom mas falta assistencia tecnica séria na região.;1;subjetiva
0_403368.txt;Maravilhoso!!!;1;subjetiva
0_403495.txt;não tenho experienciaalguma..mas meu amigo tem e eu amei..pedi emprestado por um dia..meu sonho e ter um...;1;subjetiva
0_404246.txt;Estou avaliando a possiblidade de compra de um Galaxy Note II 10.1. comprando com outros modelos. Algusm amigos já possuem e estão satisfeitos com esse Tablet.;0;objetiva
0_404273.txt;Estou louco por este Ipad!!!!!! Gostaria muito de ter ele!!! Apesar de não ter, recomendo sim este produto! É lindo, chique, prático e incrivel!!!!! Quero muito O Ipad 4;1;subjetiva
0_405159.txt;Prático, Design clean e hardware de altíssima qualidade;1;subjetiva
0_405256.txt;Muito Bom , de baixo custo e com bastante funçoes...;1;subjetiva
0_405432.txt;ESTE APARELHO ACABA A BATERIA MUITO RAPIDO,O ACESSO AS FERRAMENTAS DO APARELHO É CONFUSO DO NADA APAGA A TELA MESMO ABILITADO PARA DURAR MAIS TEMPO. O ACESSO PARA DESBLOQUEAR O TECLADO É PESSIMO;-1;subjetiva
0_405735.txt;Eu ainda não tenho mas meus amigos comprara, então comecei a mexer e adorei!!!!!!!;1;subjetiva
0_405958.txt;excelente!!! última geração!;1;subjetiva
0_406239.txt;Quebrou com menos de 2 meses de uso.;0;objetiva
0_407640.txt;O tablet sansung P5110 é muito bom, un designe lindo, super fino, bem leve. a resposta é muito boa, as paginas correm muito bem , sem travar o preço ainda esta um pouco salgado , mas vale a pena. Na minha opinião é o melhor tablet depois da Apple;1;subjetiva
0_407715.txt;Excelente equipamento, veio em uma versao com tela menor porem com recursos que fazem valer o nome Galaxy Comprarei e recomendo;1;subjetiva
0_40804.txt;Muito lindo chegando junto com o concorrente da LG KB775F SCARLET PHONE e Samsung SGH-V805  ;   SGH-I6210  ;  V820L,   que também dispõem da tecnologia de TV Digital no Celular.;1;subjetiva
0_412397.txt;OLÁ COLEGAS, QUERO DEIXAR AQUI A MINHA INDIGNAÇÃO COM A EMPRESA DL, COMPREI UM TABLET DA MESMA E APRESENTOU DEFEITO NA TELA, ENTREI EM CONTATO COM O SAC E FUI ORIENTADO A ENVIAR O PRODUTO A FABRICA, PASSADOS 30 DIAS, ME LIGAM DIZENDO  QUE TENHO QUE PAGAR PELO REPARO ( VALOR 130,00 ), DETALHE SÓ LIGARAM APÓS UMA COBRANÇA DA MINHA PARTE SOBRE A SITUAÇÃO DO PRODUTO, AGORA PERGUNTO: COMPREI UM PRODUTO NOVO, COM GARANTIA,  PORQUE TENHO QUE PAGAR MAIS POR ISSO,  A DL ALEGA QUE EU QUEBREI O APARELHO, INFELIZMENTE ANTES DE COMPRAR SÓ VISITEI O SITE DA EMPRESA QUE CONFESSO ME SENTI SEGURO QUANTO A COMPRA, MAS HOJE VISITANDO SITES COMO O RECLAMEAQUI.COM.BR,  E LENDO DEPOIMENTOS  DE PESSOAS  LESADAS PELA DL, PERCEBO A BESTEIRA QUE FIZ, POR ISSO COLEGAS NÃO RECOMENDO A COMPRA DE PRODUTOS DESSA EMPRESA, ACREDITE SE PRECISAR DE ASSISTENCIA VOCE ESTARA SOZINHO.;-1;subjetiva
0_412857.txt;Digamos que ele e um tab essencial para navegação na internet, rodar alguns apps,editar documentos,ver filmes,o tamanho da tela dele é muito bom, da para ter uma visao ampla,apesar dele ser muito pesado e deixar a mao um pouco cansativa, o preço dele e muito elevado aos concorrente com o mesmo desempenho,ou ate melhores!;-1;subjetiva
0_413911.txt;Meu aluno comprou o computador ALL-IN-ONE HP e reclama demais da velocidade com que abre alguns programas convencionais sob plataforma Windows 7 . PRecisava aumentar velocidade de processador e suas memórias SDRAM e NAND FLASH.;-1;subjetiva
0_416243.txt;Pela aparência e características parece ser um bom produto, de grande utilidade, ocupa pouco espaço e tem um designer atraente, porém o meu veio com alguns problemas, bom ao meu ver isso é um tipo de problema que mesmo tento todo apoio e assistência não funcionou muito, ele fica atualizando constantemente, mesmo fazendo vários ajustes oferecidos pelos técnicos da Hp e por outros que entendem melhor do que eu ele sempre volta a ficar atualizando, e isso as vezes demora horas e detalhe isso é quase todo dia e tem dias que é toda vez que ligo, quando vou desligar haja espera. No restante funcionou bem. Pra dizer a verdade fiquei satisfeito com o atendimento da HP, pacientes, educados e o melhor estão realmente disposto a ajudar, retornam as ligações e fazem uma boa pesquisa de campo e fornecem instruções detalhadas.;1;subjetiva
0_420494.txt;O produto é regular, já que fica lente constantemente e trava quando utilizado a tecla virtual.;-1;subjetiva
0_422280.txt;Comprei dois tablets multilaser um da linha Diamond (16/02/13 ) e o outro linha  Vibe ( dia 13 /12/12), dei para minha filha e sobrinha, o das duas não carregam bateria, não funciona o fone. São tablets recém adquiridos e estão com esta situação, fomos nas lojas que compramos e lá dizem que é para entrar neste site para ter maiores informações. Não posso levar em qualquer lugar para arrumar . Alem destas duas crianças mais um amiguinha comprou igual e está com o mesmo problema. Posso garantir que os dois aparelhos estão em perfeito estado, devido aos cuidados com os mesmos. E pergunto que faço ??? Quem se responsabiliza. ? Aguardo retorno urgente.;-1;subjetiva
0_43015.txt;Produto satisfatório. Bom custo benefício.;1;subjetiva
0_43138.txt;excelente;1;subjetiva
0_431873.txt;produto de custo beneficio excelente,mas so para navegar e pequenos trabalhos.;1;subjetiva
0_434080.txt;comprei uma tv60lg modelo ls5700 em menos de 20 dias apresentou problemas, não aparece imagem somente som um produto tão caro e de alta tecnologia e com qualidade duvidosa, menos mal que a fabrica se prontificou e efetuou a troca do aparelho mesmo fora do prazo de 7 dias uteis, porque se dependesse da loja WALMART  ainda estaria com a mesma tv só teria enviado a assistência técnica, não recomendo este modelo.;-1;subjetiva
0_434338.txt;ja tenho uma tv dessa marca e estou satisfeita;1;subjetiva
0_437986.txt;imagem excelente,consumo baixo,varias entradas hdmi mas o smart faz passar raiva nem uso:falha a conexão com roteador,digitar com controle é insuportável,só aceita mouse e telhado original,falta memoria...;-1;subjetiva
0_438370.txt;O televisor é bonito, o preço que paguei foi excelente e pelas funcionalidades, foi um ótimo custo-benefício. Atendeu muito bem minhas necessidades e substituiu de forma avassaladora minha antiga televisão de tubo. Tem as principais conexões atuais. O pior ponto negativo é a qualidade do som, é horrível. No início achei difícil, mas acostumei. Mas ainda assim, é realmente desastroso. Poderia também executar vídeos direto do pen drive, assim a porta USB seria melhor aproveitada. Não arrependi pela compra, é uma boa opção para quem não é muito exigente e não quer gastar muito.;1;subjetiva
0_441463.txt;e a pior tv que já tive com 30 dias a placa do controle remoto estragou ficou 30 dias na autorizada o som e muito baixo;-1;subjetiva
0_441915.txt;Uma TV Completa Dentro de um Padrão Básico. Para Quem Quer uma TV Grande e Que Não Tenha Muitas Funções. Seu Pior Ponto Negativo é o Som, pois Pelo Preço, deveria ser de Ótima Qualidade, com ele você não escuta corretamente os Graves e Agudos, Pois sua potência é Péssima, chegando a parecer que o Problema é da própria TV.;-1;subjetiva
0_44323.txt;Excelente produto, menu simples, bons recursos no aparelho. Visor muito bom.;1;subjetiva
0_44372.txt;UM PRODUTO DE MUITA TECNOLOGIA E QUALIDADE  MUITO PRATICO POISÉ DE MUITO FACIL USO ALEM DE TODA TRADIÇÃO E CONFIANÇA SONY ERICSSON;1;subjetiva
0_452214.txt;isso aí;0;objetiva
0_452576.txt;É uma TV bonita, mas deixa  a desejar em qualidade de som. O som é fundamental em uma TV. Tenho outra da Samsung e dá pra comparar a qualidade: a da Samsung é infinitamente superior.;-1;subjetiva
0_46147.txt;MUITO BOM E DE FÁCIL MANUSEIO;1;subjetiva
0_46177.txt;Um lixo, ruim de pegar sinal, a tela dele é horrível, a câmera é pior do que a do meu chinelo.;-1;subjetiva
0_4881.txt;Televisão com imagem e som de ótima qualidade! Tela plana e 21 polegadas. Som estéreo e opções SAP. Muito facil instalação e uso. Controle remoto simples e garantia que só a Toshiba tem..;1;subjetiva
0_59131.txt;QUANDO ESCOLHI O  PRODUTO CONSIDEREI APENAS O PREÇO POR SER O MAIS ACESSÍVEL, PORÉM AO RECEBER O PRODUTO TIVE A CERTEZA QUE ALÉM DO PREÇO HAVIAM MAIS VANTAGENS TINHA ESCOLHIDO UM PRODUTO DE QUALIDADE.;1;subjetiva
0_59255.txt;Recomendo a quem quer um produto simples e eficiente;1;subjetiva
0_6057.txt;Essa máquina tem tudo que eu precisava, além de ser facil de usar a qualidade das fotos e dos vídeos são ótimas!!!;1;subjetiva
0_61894.txt;exelente facil de manejar, principalmente para um principiante como eu gostei muito estou satisfeito com a aquisição.;1;subjetiva
0_62087.txt;exelente imagem desempenho otimo design muito linda;1;subjetiva
0_64202.txt;Pelo custo benefício é ótimo.......;1;subjetiva
0_64461.txt;Produto muito bom !;1;subjetiva
0_66739.txt;pc bom para os afazeres diarios mas deixa a desejar para jogos;1;subjetiva
0_66893.txt;Faz pouco tempo que tenho o pc da positivo apesar de esquentar um pouco eu achei ele ótimo!;1;subjetiva
