,Arquivo,FRASE,Polaridade,OBJ/SUBJ
22,0_15738.txt,"O som também é muito bom, os vendedores das lojas disseram que essa era a melhor da categoria se tratando de imagem, isso posso confirmar a voces.",1,subjetiva
23,0_15738.txt,"Mas como nem tudo é como a gente quer, aqui vai uma avaliação negativa, que considero ser muito importante para uma televisão, o controle remoto deixou muito a desejar, achei que fosse um problema apenas do meu controle, pois vc precisa apertar com força os botões, acabei de ler um relato de um modelo anterior com o mesmo problema(modelo LG Flatron RP-29FA35A 29 ).",1,subjetiva
24,0_15738.txt,A LG errou em não ter corrigido esse problema.,1,subjetiva
25,0_16074.txt,"Comprei o produto por que possuo Gravador de DVD da LG, porém a TV não supriu minhas necessidades, uma vez que apresenta no mínimo, qualidade de imagem regular a ruim.",-1,subjetiva
26,0_16074.txt,"Por fora Bela Viola, por dentro, Pão Bolorento...meio que serve para esta TV, uma pena, pois esteticamente é muito bonita.",-1,subjetiva
27,0_174384.txt,"Ótima, mas poderia ser a bateria.",1,subjetiva
28,0_174953.txt,gastei meus pontos a toa podia ter esperadop mais,-1,subjetiva
29,0_18023.txt,Um imagem vale mais que mil palavras.,1,subjetiva
30,0_18023.txt,Quem tem dúvida sobre a qualidade das fotos desta câmera acesse o link: http://www.flickr.com/cameras/pentax/optio_e10/Obs: É preciso ler atentamente o manual de instruções.,1,subjetiva
31,0_18023.txt,Qualquer regulagem indevida ao ambiente ocasionará fotos com deficiência.,1,subjetiva
32,0_18023.txt,"O modo Macro também, é de ótima qualidade proporcionando fotos incríveis de flores, insetos e pequenos objetos!",1,subjetiva
33,0_18303.txt,"O que me atraiu a primeira vista foi o design, mas ele não se limita à beleza, mostrou-se um celular eficiente, prático, além de econômico.",1,subjetiva
34,0_18303.txt,"A bateria dura muito, suas funções são didáticas e seu preço é bastante acessível.",1,subjetiva
35,0_18303.txt,Gostei tanto que comprei um para o meu marido também!,1,subjetiva
36,0_187275.txt,"Tenho uma TV AOC 26, que pifou em menos de 3 meses de uso (não liga).",-1,subjetiva
37,0_187275.txt,"A assistencia tecnica não tinha peças para conserto e nem ela, nem o SAC da AOC podem informar qual o prazo de entrega de peças.",-1,subjetiva
38,0_187275.txt,Resultado é que ficou mais de 15 dias e em menos de 1 semana apresentou o mesmo defeito e já está com mais de 20 dias e assistencia tecnica não tem a mínima ideia de quando terá a peça apenas falou que é melhor não ligar e esperar que eles retornam????,-1,subjetiva
39,0_187275.txt,Não dá para confiar numa empresa assim!!!!!!,-1,subjetiva
40,0_187275.txt,!,-1,subjetiva
41,0_187353.txt,Só compre esta TV se você for utilizar HDMI 100% do tempo e utilizar um Home Theater como saida alternativa de som.,-1,subjetiva
42,0_187353.txt,"Mais uma vez irei lembrá-lo: o som é de péssima qualidade, sem vida, grave ZERO.",-1,subjetiva
43,0_18938.txt,"Adorei o produto, já estou a um ano com ele e não me arrependo em nenhum momento.",1,subjetiva
44,0_2075.txt,"Uma camera com bom custobeneficio, porem desconhecida, o que pode fazer com que ao nessecitar de asistencia tecnica ter dificudades de encontrr peças.",1,subjetiva
45,0_2075.txt,Porem isso é caso raro e seu preço é muito em conta.,1,subjetiva
46,0_22488.txt,"Até agora mostrou-se um note excelente, eu já tive um dell latitude e não me arrependo de ter trocado ele por esse da cce, alem de ser bem rápido a bateria dele durou mais do que o dell antigo que eu tinha.",1,subjetiva
47,0_22488.txt,"Recomendo a compra pois alem de ser mais barato ele entrega o que promete: desempenho por um preço justo, não se prendam as marcas pois todas elas usam os mesmos componentes.",1,subjetiva
48,0_230487.txt,"Desempenho Custo-Benefício Compatibilidade Conectividade Design Bom bom para empresas Lindooooo.… otima frequencia , bom desepenho",1,subjetiva
49,0_232711.txt,"Antes de adquirir um, eu procurei na net tudo sobre ele, seu funcionamento, sua capacidade, desempenho, quantidade de aplicativos disponíveis e comprei tranquilo.",0,objetiva
50,0_232711.txt,"Hoje em dia nem uso mais meu computador pessoal, somente meu IPad.",0,objetiva
51,0_232711.txt,"Chego do trabalho, sento na minha sala e navego na net, jogo e leio meus emails na comodidade do sofá.",0,objetiva
52,0_232711.txt,Além de substituir todos meus cadernos na faculdade e até alguns livros também.,0,objetiva
53,0_232711.txt,"Não tem todas as funções de um computador de mesa, mas supre muito bem as principais necessidades, além de ser prático e pela mobilidade que te proporciona.",0,objetiva
54,0_237006.txt,"o celular moderno e fino,sendo, leve e confortável para se usar",1,subjetiva
55,0_252575.txt,Mais barato que o IPAD e tão bom quanto,1,subjetiva
56,0_252594.txt,"é de ótimo uso, prático, bateria durável, leve",1,subjetiva
57,0_257577.txt,È muito bom eu recomendo.,1,subjetiva
58,0_257592.txt,sinto muito mais eu não compraria outra vezaessa lcd pela imagem,-1,subjetiva
59,0_25831.txt,Excelente desmepenho.,1,subjetiva
60,0_25831.txt,Custo / benefício.,1,subjetiva
61,0_25831.txt,Adquiri e não tive problema algum.,1,subjetiva
62,0_259325.txt,"Gostei do design dele, mas a duração da bateria é muito pouca.",-1,subjetiva
63,0_259386.txt,"Eu até gostei do Tablet, mas a bateria dura muito pouco",-1,subjetiva
64,0_27904.txt,"zoom ótico 3x o que considero muito bom para uma camera neste valor, a imagem é otima e o visor tb é grande",1,subjetiva
65,0_281044.txt,Gente nao comprar vcs vao ter muita dor de cabeça…,-1,subjetiva
66,0_282742.txt,"A MULTILASER DEVERÁ TOMAR UMA PROVIDÊNCIA IMEDIATA, TIPO RECALL NESSES APARELHOS TABLET PC LIFE.",-1,subjetiva
67,0_282742.txt,AO QUE TUDO INDICA E PELA QUANTIDADE DE RECLAMAÇÕES O DEFEITO É DE FABRICAÇÃO.,-1,subjetiva
68,0_282742.txt,NÃO SE CONSEGUE USAR O APARELHO NORMALMENTE.,-1,subjetiva
69,0_282742.txt,"NÃO DURA MAIS DO QUE ALGUNS MINUTOS E LOGO TRAVA, SEM RECURSOS PARA O DESTRAVAMENTE, SÓ DEPOIS QUE A BATERIA DESCARREGAR.",-1,subjetiva
70,0_288857.txt,O produto apresenta problema intermitente com o touchpad.,0,objetiva
71,0_29119.txt,Qualidade do som deprimente.,-1,subjetiva
72,0_29119.txt,Dificil ter conversas com esse telefone.,-1,subjetiva
73,0_29119.txt,Péssimo para escutar e para falar.,-1,subjetiva
74,0_29119.txt,Menu não-amigável.,-1,subjetiva
75,0_29119.txt,Despertador complicado.,-1,subjetiva
76,0_29119.txt,"Péssimo para salvar numeros, chamadas e enviar mensagens.",-1,subjetiva
77,0_29119.txt,"Quem já teve um nokia, jamais vai querer um celular desse.",-1,subjetiva
78,0_29183.txt,um produto de preço acessecivel e com muitos recursos.,0,objetiva
79,0_296824.txt,"Comprei um tablet e em 3 meses de uso ele apresentou um problema na tela relativo a este: http://www.youtube.com/watch?v=IXczZ0sNg6A Parece que tem uma espécie de um resíduo na tela, decorrente de defeito inerente ao produto.",-1,subjetiva
80,0_296824.txt,Pelo que eu percebi esse problema é constante e aparenta ser um defeito de série.,-1,subjetiva
81,0_296824.txt,"Uma empresa séria, por si teria feito recall, mas acontece que não parece ser o caso da Samsung.",-1,subjetiva
82,0_296824.txt,"O pior não é isso nem é o maior problema, em seguida, fazendo uso do tablet moderadamente no que surge outro problema e, muito pior: http://www.youtube.com/watch?v=YSI3XXcV590 Ou seja, a tela está tremendo.",-1,subjetiva
83,0_296824.txt,"Liguei para a Samsung e eles me informaram que se depois de fazer a restauração do produto (ou seja, formatar e perder todos os dados) eu levasse em uma assistência Samsung que eles resolveriam.",-1,subjetiva
84,0_296824.txt,"Em seguida, peguei a nota fiscal do aparelho e me dirigi à assistência me informaram que não fazem reparos em peças internacionais.",-1,subjetiva
85,0_296824.txt,"A empresa é internacional, mas a garantia soy yo!",-1,subjetiva
86,0_296824.txt,NÃO COMPREM,-1,subjetiva
87,0_300012.txt,"Estou para ver melhor custo benefício, o touch é perfeito, ele é rápido, superportátil, leve e bonito... Enfim, é o produto mais prático que eu já conheci.",1,subjetiva
88,0_300012.txt,"A sansung se superou, a câmera fotográfica tem uma boa resolução e a gravação de vídeos é show de bola, a conectividade é fora de série e todo dia descubro um aplicativo interessante.",1,subjetiva
89,0_300012.txt,"A bateria dura cerca de 4 horas para uso intermitente, mas em stand by não consome quase nada.",1,subjetiva
90,0_300012.txt,Comprei o aparelho para a minha filha e acabei dominando.,1,subjetiva
91,0_300457.txt,Quem precisa de um netbook compra na maior confiança pois e otmo,1,subjetiva
92,0_301333,"Produto com design muito bem elaborado e funcional, aliado a um conjunto potente de hardware, o que estimula seu uso tanto para divertimento quanto para trabalho.",1,subjetiva
93,0_309311.txt,"A televisão em si é boa mas, falta uma aceitação maior dos outros canais sim ser4 da tv aberta.",1,subjetiva
94,0_309874.txt,"Quando fui comprar esta TV, que seria destinada ao computador e o video game, somente procurava por um modelo full HD sem conversor, pois não era destinada a assistir programas de TV; Mas pelo preço, optei por leva-la.",1,subjetiva
95,0_309874.txt,"Quando á liguei, fiquei surpreendido, que imagem em HD, melhor do que a que outra que  tenho em casa, que é de uma marca bem mais conhecida e cara.",1,subjetiva
96,0_309874.txt,"Uma ótima quantidade de entradas, sendo que só HDMI, são quatro, evita muito o tira e põe de cabos, o tempo todo.",1,subjetiva
97,0_309874.txt,"No video game surpreende pela qualidade dos gráficos, que ficaram muito lindos em 1080i, neste aparelho de TV.",1,subjetiva
98,0_309874.txt,"Não esquenta nada, e tem um maravilhoso, contraste, que pode ser alterado por uma função que o expande ainda mais!",1,subjetiva
99,0_309874.txt,"Bom se alguem precisa de um aparelho de TV, muito bom e barato, este é recomendado por mim com avaliação muito boa!",1,subjetiva
100,0_31035.txt,muito boa qualidade e preço e muitas funçoes; Lcd; Durabilidade; caracteristicas,1,subjetiva
101,0_31205.txt,"Bonito design, nitidez das imagens, som explêndido.",1,subjetiva
102,0_31205.txt,Super controle remoto.,1,subjetiva
103,0_313203.txt,Não há possibilidade de comprar esse produto.,-1,subjetiva
104,0_313203.txt,Por se tratar de um Sony achei que seria uma ótima opção pois tive um Sony Ericsson 580i e gostei de mais... esse porém é um desastre!,-1,subjetiva
105,0_313544.txt,Bom,1,subjetiva
106,0_315221.txt,"Muito bacana, a tv é ótima.",1,subjetiva
107,0_315221.txt,Imagens linda em HD.,1,subjetiva
108,0_315221.txt,"Quem tem Sky HD conectada nessa tv, tem um cinema em casa é um espetáculo.",1,subjetiva
109,0_315376.txt,Otima para assistir DVD e video game!,1,subjetiva
110,0_316406.txt,"existem dois modelos do antigo galaxy tab:o gt p-10000 que vem com tv digital,3g,wifi eo gt p1010 que só tem wifi,o meu é o mais completo que é o qie eu recomendo comprar.",1,subjetiva
111,0_316406.txt,Tenho ele a alguns meses e não me arrependo.,1,subjetiva
112,0_316406.txt,Ja estou até afim de comprar o novo de 7 polegadas com android 3.2 mas tenho dó de desfazer-me do meu porque o novo não tem tv.,1,subjetiva
113,0_316406.txt,Mas eu recomendo!,1,subjetiva
114,0_316406.txt,!,1,subjetiva
115,0_319653.txt,não fiquei satisfeita.,-1,subjetiva
116,0_319653.txt,"Inclusive li outras opniões, que foram bastante positivas, mas provavelmente de pessoas que não sabem o que é uma boa teevisão.",-1,subjetiva
117,0_319653.txt,Acabei passando pra meu filho de 08 anos que não entende bem diferenciar o bom do ruim.,-1,subjetiva
118,0_319658.txt,bom.ouço muitos elogios sobre o produto.,0,objetiva
119,0_319658.txt,só me falta a prática de usar suas funções.,0,objetiva
120,0_320601.txt,"ótimo produto, lindo design, vale a pena adquirir.",1,subjetiva
121,0_325417.txt,"Estou afim de comprar um tablet samsung galaxy, mas as avaliações que venho olhando não são das melhores o que diminui mais ainda as chances deu comprá-lo.",-1,subjetiva
122,0_325417.txt,"ou seja, vai ser o jeito eu comprar um tablet da Apple.",-1,subjetiva
123,0_325417.txt,"tenho um samsung galaxy 5, e ele é ótimo, por isso gostaria de trocar de produto, mas continuar com o mesmo sistema operacional.",-1,subjetiva
124,0_325572.txt,que unaca coisa que ele é muito bom,1,subjetiva
125,0_327580.txt,"Quando recebemos o produto, meu filho ficou muito satisfeito e eufórico.",-1,subjetiva
126,0_327580.txt,"Foi pra ele que o compramos, porém hoje (oito meses após a aquisição), vejo que o produto não cumpre o que promete: é muito lento, vive travando e há poucos dias pifou.",-1,subjetiva
127,0_327580.txt,Não consigo ligar de maneira nenhuma.,-1,subjetiva
128,0_328045.txt,Custo-benefício insatisfatório até o momento.…,-1,subjetiva
129,0_32967.txt,"Achei um produto perfeito, quando fui comprar um aparelho de celular cheguei na loja com um outro modelo em mente.Mas, qndo o vi minha opnião mudou na hora.",1,subjetiva
130,0_33027.txt,"Leve, facil de manusear, prático, super fino, não incomoda no bolso,seguro, nao cogitado para roubo, este sim é o Celular de verdade",1,subjetiva
131,0_333910.txt,"Uma verdadeira Ferrari, mas que só anda com combustivel Apple.",1,subjetiva
132,0_333926.txt,Tudo que eu tenho a dizer ele é Otimo,1,subjetiva
133,0_334102.txt,Na minha opinião o produto oferece ótimo custo benefício e o investimento vale a pena.,1,subjetiva
134,0_334108.txt,"otimo brinquedo, devido ao custo beneficio,é o que tem de melhor no mercado",1,subjetiva
135,0_334317.txt,"No geral, acho um equipamento excelente.",1,subjetiva
136,0_334317.txt,"A ausência do 3G desta versão deve ser observada, pois pode fazer falta para quem deseja utilizar aplicativos de mapas que exigem conexão ou qualquer aplicativo que faz uso da rede, na rua ou em lugares sem internet via wifi.",1,subjetiva
137,0_334317.txt,A bateria tem duração média de pouco mais que 1 dia em uso constante.,1,subjetiva
138,0_334317.txt,O uso de jogos com gráficos avançados podem diminuir este tempo.,1,subjetiva
139,0_334317.txt,Leva entre 1 e 2h para carregar e pode ser utilizado normalmente enquanto carrega (perto da tomada).,1,subjetiva
140,0_334317.txt,"Exige muito pouco conhecimento técnico do usuário para a maioria das tarefas de configuração e utilização, facilitando o uso do equipamento por pessoas de qualquer idade.",1,subjetiva
141,0_334317.txt,"Para pessoas que desejam utilizar para trabalhos de faculdade ou criação de documentos que exigem formatação detalhada, não recomendo devido a ausência de um pacote Office 100% compatível (previsto para Novembro/12).",1,subjetiva
142,0_334317.txt,"Você pode produzir os textos facilmente, inclusive utilizando um teclado sem fio (vendido separadamente), mas não conseguirá formatar este texto corretamente.",1,subjetiva
143,0_334317.txt,"O equipamento substitui facilmente um notebook/netbook para a grande maioria das pessoas, porém, a conectividade pode dificultar algumas coisas simples como transferir um arquivo para/de um pendrive ou imprimir um documento, devido a ausência de portas USB.",1,subjetiva
144,0_334317.txt,"Tudo deve ser feito via rede sem fio, mas com o tempo isso passa a não fazer diferença.",1,subjetiva
145,0_334345.txt,"Adquiri esse tablet para utilizar como parte de um sistema de segurança que implantei na minha casa, ele roda um programa de android especifico, mais ja mexi muito nele e gostei, apesar da tela emperrar com o dedo, ele é excelente com a stylus que vem junto, roda os jogos de android numa boa.",1,subjetiva
146,0_334345.txt,e o melhor nao tem as cameras que atrapalham e consomem muita bateria.,1,subjetiva
147,0_335197.txt,"Bem se você pretende apenas acessar e-mails, ver fotos e escutar musica ele da pro gasto.",-1,subjetiva
148,0_335197.txt,"Porem, não espere muito dele, como seu processador é meio fraquinho ele peca ate na exibição de arquivos pdf.",-1,subjetiva
149,0_335209.txt,Atende as necessidades não sendo de uma marca famosa e sem precedentes.,1,subjetiva
150,0_335209.txt,Acessorios deixam a desejar.,1,subjetiva
151,0_348508.txt,"Belo produto, mas procure com outro processador o amd e muito lento!!",1,subjetiva
152,0_348508.txt,!,1,subjetiva
153,0_349499.txt,Positiva - Portabilidade Negativa - Peso.,-1,subjetiva
154,0_349499.txt,Deveria ser mais leve,-1,subjetiva
155,223523543543.txt,"O que gostei: Beleza, facilidade pelo teclado, muitas opções de uso; Excelente qualidade, preço muito bom.",1,subjetiva
156,223523543543.txt,Recomendo,1,subjetiva
157,0_350191.txt,este modelo para mim só tem boniteza.,1,subjetiva
158,0_35519.txt,"Uma tv moderna com designer espetacular , funcionalidade otima e algumas funções para quem quer ver um programa e quer gravar para ver maistarde",1,subjetiva
159,0_360276.txt,Comprei pensando ser ô celular mas foi uma enorme decepção.,-1,subjetiva
160,0_360512.txt,quase bom,-1,subjetiva
161,0_361312.txt,"Péssimo, não vale apena.",-1,subjetiva
162,0_36186.txt,"A TV é linda e com ótimo custo benefício, imagem perfeita, consegui ajustes excelentes com sinal SD, com sinal Full Hd enão é de babar.",1,subjetiva
163,0_36186.txt,Comprei pessoalmente na FastShop de BH e consegui excelente preço.,1,subjetiva
164,0_362448.txt,"Fina, elegante e barata.",1,subjetiva
165,0_362448.txt,"TV perfeita pra quer quer um pouco mais de qualidade com um preço mais acessivel, mais não espere muita coisa não.",1,subjetiva
166,0_362616.txt,"Para as minhas necessidades, ficou muito bem.",1,subjetiva
167,0_362616.txt,"Boa para jogar, imagem linda, me irrita um pouco não poder aumentar as cores sem o barulho chato e o som ser abafado, mas no geral tem um excelente custo beneficio.",1,subjetiva
168,0_366775.txt,Custo beneficio é bom até o momento.,1,subjetiva
169,0_36679.txt,o rpoduto e bom so que nao e tao resistente,1,subjetiva
170,0_36871.txt,"Produto moderno, eficiente e de boa qualidade",1,subjetiva
171,0_370169.txt,É  BOM  PRODUTO E  GOSTARIA DE MELHORIA EM UMA BATERIA DE   LONGA DURAÇÃO,1,subjetiva
172,0_37019.txt,"Um dos melhores celulares que ja tive, em se tratando de celular, pois eh fino.",1,subjetiva
173,0_370761.txt,Parece que estou sozinho para reclamar.,-1,subjetiva
174,0_370761.txt,"O meu é uma lastima o wi fi, já levei a assistencia técnica e nada mudou, aumentei minha conexão e o problema persiste.",-1,subjetiva
175,0_370761.txt,Não recomendo.,-1,subjetiva
176,0_370761.txt,"A Samsung é muito boa em TV mas, em notbook...",-1,subjetiva
177,0_37463.txt,"excelente produto, recomendo a todos, perfeita pra sala pequena ou quarto.",1,subjetiva
178,0_37632.txt,"O mais bonito desing do mercado,ótimo produto,seria perfeito se tivesse conversor",1,subjetiva
179,0_376607.txt,"Bom Preço, Bom Processador, Ótima memoria de HD e memoria RAM",1,subjetiva
180,0_379753.txt,"O computador em si é bom, roda rápido (inclusive jogos), e executa todas as tarefas sem travar.",1,subjetiva
181,0_379753.txt,A memória de 4 GB permite rodar multitarefas tranquilo.,1,subjetiva
182,0_379753.txt,O problema é a assistência HP.,1,subjetiva
183,0_379753.txt,Precisei dela para dois problemas prosaicos: o teclado não era reconhecido e não deixava a máquina inicializar e depois o som saía pelos fones de ouvido e pelos alto falantes embutidos ao mesmo tempo.,1,subjetiva
184,0_379753.txt,Nos dois casos a HP mandou apagar os drivers e atualizar o BIOS.,1,subjetiva
185,0_379753.txt,Isso me faria perder absolutamente tudo o que já tinha instalado e os arquivos que eu tinha transferido.,1,subjetiva
186,0_379753.txt,"Questionados se isso resolveria mesmo os problemas, os consultores respondem: bem, se isso não resolver a máquina deve ser encaminhada para assistência.",1,subjetiva
187,0_379753.txt,"No fim, bastava trocar o dongle (receptor sem fio do teclado e ajustar a saída de som do Skype.",1,subjetiva
188,0_379753.txt,A conclusão era que eu ia perder tudo da memória duas vezes para nada.,1,subjetiva
189,0_382292.txt,"Se arrependimento matasse, eu estava morta!",-1,subjetiva
190,0_382292.txt,"Lindo e com uma configuração muito boa para uso doméstico, tive problemas com ele já nos primeiros meses.",-1,subjetiva
191,0_382292.txt,"Vencida a garantia de 1 ano, passadas umas semanas, o computador simplesmente pifou.",-1,subjetiva
192,0_382292.txt,"Já tem pelo menos 1 semestre que ele virou enfeite de mesa, porque ele não funciona e a autorizada que eu levei da outra vez, fechou.",-1,subjetiva
193,0_383222.txt,"1000, pois perde no design para o conocrrente iMac",-1,subjetiva
194,0_388089.txt,"Ótimo produto mas necessita aquisição de memória à parte, no mais é um ótimo equipamento.",1,subjetiva
195,0_392344.txt,COMPREI UMA CAMERA DIGITAL (FUJI S4500)  NO SUBMARINO EM 01/12/2012.,-1,subjetiva
196,0_392344.txt,A PREVISÃO DE ENTREGA DADA PELO SITE AO EFETUAR A COMPRA FOI DE 12 DIAS.,-1,subjetiva
197,0_392344.txt,"AO ACOMPANHAR O PEDIDO NO SITE APÓS O PAGAMENTO (NO BOLETO BANCÁRIO), ESTA PREVISÃO SE ESTENDEU POR 26 DIAS.",-1,subjetiva
198,0_392344.txt,"POR ISTO, VAI UM AVISO A QUEM QUEIRA ADQUIRIR UM PRODUTO PARA QUE CHEGUE ANTES DO NATAL, NÃO COMPRE NO SUBMARINO E NÃO CONFIEM NA PREVISÃO QUE É DADA POIS, PARA VENDEREM FAZEM DE TUDO, AGORA PARA ENTREGAREM......SOMENTE DE JEGUE.......SUBMARINO NÃOOOO!!!",-1,subjetiva
199,0_392344.txt,!,-1,subjetiva
200,0_39425.txt,"Excelente PIM, péssimo telefone, se pensa em unir um gerenciador de informações pessoais com um celular, o mau desempenho do celular não compensa!",-1,subjetiva
201,0_39574.txt,Acredito que foi o último telefone da linha que não possui cartão de memória.,0,objetiva
202,0_39822.txt,muito boom exelente kkkk    k k k k k  kkkkk k k k k k k k  k k k k k  k k k,1,subjetiva
203,0_40108.txt,"Quando decidi que era este o produto, eu já estava satisfeita com as suas funcionalidades e passei a comparar preço nas lojas.",1,subjetiva
204,0_40108.txt,"Quando recebi em casa, o produto me encantou ainda mais.",1,subjetiva
205,0_40108.txt,"É mais compacto do que eu imaginava, seus botões e imagens são realmente intuitivos e o manual é tão completo que é preciso conter a vontade de partir logo para a utilização.",1,subjetiva
206,0_40322.txt,O produto é bom mas falta assistencia tecnica séria na região.,1,subjetiva
207,0_403368.txt,Maravilhoso!!,1,subjetiva
208,0_403368.txt,!,1,subjetiva
209,0_403495.txt,não tenho experienciaalguma..mas meu amigo tem e eu amei..pedi emprestado por um dia..meu sonho e ter um...,1,subjetiva
210,0_404246.txt,Estou avaliando a possiblidade de compra de um Galaxy Note II 10.1. comprando com outros modelos.,0,objetiva
211,0_404246.txt,Algusm amigos já possuem e estão satisfeitos com esse Tablet.,0,objetiva
212,0_404273.txt,Estou louco por este Ipad!!!!!!,1,subjetiva
213,0_404273.txt,Gostaria muito de ter ele!!!,1,subjetiva
214,0_404273.txt,"Apesar de não ter, recomendo sim este produto!",1,subjetiva
215,0_404273.txt,"É lindo, chique, prático e incrivel!!!!!",1,subjetiva
216,0_404273.txt,Quero muito O Ipad 4,1,subjetiva
217,0_405159.txt,"Prático, Design clean e hardware de altíssima qualidade",1,subjetiva
218,0_405256.txt,"Muito Bom , de baixo custo e com bastante funçoes...",1,subjetiva
219,0_405432.txt,"ESTE APARELHO ACABA A BATERIA MUITO RAPIDO,O ACESSO AS FERRAMENTAS DO APARELHO É CONFUSO DO NADA APAGA A TELA MESMO ABILITADO PARA DURAR MAIS TEMPO.",-1,subjetiva
220,0_405432.txt,O ACESSO PARA DESBLOQUEAR O TECLADO É PESSIMO,-1,subjetiva
221,0_405735.txt,"Eu ainda não tenho mas meus amigos comprara, então comecei a mexer e adorei!!!!!!",1,subjetiva
222,0_405735.txt,!,1,subjetiva
223,0_405958.txt,excelente!!!,1,subjetiva
224,0_405958.txt,última geração!,1,subjetiva
225,0_406239.txt,Quebrou com menos de 2 meses de uso.,0,objetiva
226,0_407640.txt,"O tablet sansung P5110 é muito bom, un designe lindo, super fino, bem leve.",1,subjetiva
227,0_407640.txt,"a resposta é muito boa, as paginas correm muito bem , sem travar o preço ainda esta um pouco salgado , mas vale a pena.",1,subjetiva
228,0_407640.txt,Na minha opinião é o melhor tablet depois da Apple,1,subjetiva
229,0_407715.txt,"Excelente equipamento, veio em uma versao com tela menor porem com recursos que fazem valer o nome Galaxy Comprarei e recomendo",1,subjetiva
230,0_40804.txt,"Muito lindo chegando junto com o concorrente da LG KB775F SCARLET PHONE e Samsung SGH-V805  ;   SGH-I6210  ;  V820L,   que também dispõem da tecnologia de TV Digital no Celular.",1,subjetiva
231,0_412397.txt,"OLÁ COLEGAS, QUERO DEIXAR AQUI A MINHA INDIGNAÇÃO COM A EMPRESA DL, COMPREI UM TABLET DA MESMA E APRESENTOU DEFEITO NA TELA, ENTREI EM CONTATO COM O SAC E FUI ORIENTADO A ENVIAR O PRODUTO A FABRICA, PASSADOS 30 DIAS, ME LIGAM DIZENDO  QUE TENHO QUE PAGAR PELO REPARO ( VALOR 130,00 ), DETALHE SÓ LIGARAM APÓS UMA COBRANÇA DA MINHA PARTE SOBRE A SITUAÇÃO DO PRODUTO, AGORA PERGUNTO: COMPREI UM PRODUTO NOVO, COM GARANTIA,  PORQUE TENHO QUE PAGAR MAIS POR ISSO,  A DL ALEGA QUE EU QUEBREI O APARELHO, INFELIZMENTE ANTES DE COMPRAR SÓ VISITEI O SITE DA EMPRESA QUE CONFESSO ME SENTI SEGURO QUANTO A COMPRA, MAS HOJE VISITANDO SITES COMO O RECLAMEAQUI.COM.BR,  E LENDO DEPOIMENTOS  DE PESSOAS  LESADAS PELA DL, PERCEBO A BESTEIRA QUE FIZ, POR ISSO COLEGAS NÃO RECOMENDO A COMPRA DE PRODUTOS DESSA EMPRESA, ACREDITE SE PRECISAR DE ASSISTENCIA VOCE ESTARA SOZINHO.",-1,subjetiva
232,0_412857.txt,"Digamos que ele e um tab essencial para navegação na internet, rodar alguns apps,editar documentos,ver filmes,o tamanho da tela dele é muito bom, da para ter uma visao ampla,apesar dele ser muito pesado e deixar a mao um pouco cansativa, o preço dele e muito elevado aos concorrente com o mesmo desempenho,ou ate melhores!",-1,subjetiva
233,0_413911.txt,Meu aluno comprou o computador ALL-IN-ONE HP e reclama demais da velocidade com que abre alguns programas convencionais sob plataforma Windows 7 .,-1,subjetiva
